word,sent
cônscio,1.0
consentâneo,1.0
consequente,1.0
consertado,1.0
conservado,1.0
conservador,0.0
considerativo,1.0
consistente,1.0
consolado,0.0
conspicuidade,1.0
conspícuo,1.0
conspiração,-1.0
conspirador,-1.0
conspirativo,-1.0
conspurcar,-1.0
constante,1.0
consternação,-1.0
consternado,-1.0
consternador,-1.0
consternar,-1.0
constipado,-1.0
constitutivo,0.0
constrangedor,-1.0
constranger,-1.0
constrangido,-1.0
constrangimento,-1.0
construtivo,1.0
consumado,1.0
consumido,-1.0
consumir-se,-1.0
consumista,-1.0
contactável,0.0
contagiado,-1.0
contagioso,-1.0
contaminar,-1.0
contemplador,0.0
contemplativo,0.0
contemporizador,0.0
contemporizante,0.0
contendedor,-1.0
contendente,-1.0
contente,1.0
contestado,-1.0
contestar,0.0
contido,-1.0
contingente,-1.0
contorcer-se,-1.0
contracto,-1.0
contradizer-se,-1.0
contraído,-1.0
contrair-se,-1.0
contranaturo,-1.0
contrapor,1.0
contrariado,-1.0
contrariar,1.0
contribuidor,0.0
contristação,-1.0
contristado,-1.0
contrito,-1.0
controlado,1.0
controlador,-1.0
controlar,1.0
controvérsia,-1.0
controverso,-1.0
controvertido,-1.0
contumaz,-1.0
contundência,-1.0
contundente,-1.0
contundido,-1.0
contuso,-1.0
convencido,0.0
conversadeiro,0.0
conversador,0.0
convertido,0.0
convicção,1.0
convicto,0.0
convidativo,1.0
convincente,1.0
convivente,1.0
convulsivo,-1.0
cooperador,1.0
cooperante,1.0
cooperativista,0.0
coquete,-1.0
corado,0.0
coragem,1.0
corajoso,1.0
corcovado,-1.0
corcunda,-1.0
cordato,1.0
cordeiro,0.0
cordial,1.0
cordialidade,1.0
cornudo,-1.0
cornuto,-1.0
corporativista,0.0
corpulento,0.0
correção,1.0
correcção,1.0
correcto,1.0
correto,1.0
corrido,-1.0
corrigir,1.0
corriqueiro,-1.0
corroer-se,-1.0
corroer,-1.0
corromper,-1.0
corrompido,-1.0
corrosivo,-1.0
corrupção,-1.0
corruptível,-1.0
corruptivo,-1.0
corrupto,-1.0
corruptor,-1.0
cortado,-1.0
cortejado,0.0
cortês,1.0
cortesão,1.0
cortesia,1.0
coruja,0.0
coscuvilheiro,-1.0
cósmico,0.0
cosmopolita,1.0
cosmopolítico,1.0
cotado,1.0
covarde,-1.0
covardia,-1.0
coveiro,-1.0
coxo,-1.0
crápula,-1.0
crapuloso,-1.0
craque,1.0
crasso,-1.0
credibilidade,1.0
credível,1.0
crédulo,0.0
crente,0.0
crescido,1.0
crescidote,0.0
cretinice,-1.0
cretinismo,-1.0
cretino,-1.0
cretinóide,-1.0
criacionista,0.0
criancice,-1.0
criatividade,1.0
criativo,1.0
criminalidade,-1.0
criminoso,-1.0
crisólogo,1.0
crisóstomo,1.0
crispação,-1.0
crispado,-1.0
crispar-se,-1.0
crispar,1.0
cristalino,1.0
cristão,0.0
criterioso,1.0
criticar,0.0
criticável,-1.0
crítico,0.0
crivado,-1.0
crível,1.0
cromo,-1.0
crônico,0.0
cru,-1.0
crucial,0.0
crucificador,-1.0
crucificar,1.0
cruel,-1.0
crueldade,-1.0
crueza,-1.0
cuidado,1.0
cuidadoso,1.0
culpa,-1.0
culpabilizar,0.0
culpado,-1.0
culpar,0.0
culpas,-1.0
culposo,-1.0
cultivado,1.0
culto,1.0
cúmplice,0.0
cumpridor,1.0
curado,1.0
curativo,0.0
curial,1.0
curioso,0.0
curtido,1.0
curto,0.0
curvado,-1.0
curvar-se,-1.0
curvilíneo,-1.0
curvo,-1.0
cuspido,-1.0
custoso,0.0
dadivoso,1.0
dado,0.0
daltónico,-1.0
danado,-1.0
danificado,-1.0
danoso,-1.0
dardejante,0.0
dávida,1.0
deambulação,-1.0
deambulante,-1.0
deambular,-1.0
debandado,-1.0
débil,-1.0
debilidade,-1.0
debilitação,-1.0
debilitado,-1.0
debilitar,1.0
debochado,-1.0
deboche,-1.0
decadência,-1.0
decadente,-1.0
decadentista,-1.0
decaído,-1.0
decapitar,1.0
decência,1.0
decente,1.0
decepado,-1.0
decepar,1.0
decepção,-1.0
decepcionado,-1.0
decepcionante,-1.0
decepcionar,-1.0
decidido,1.0
decisivo,0.0
decoro,1.0
decoroso,1.0
decrepidez,-1.0
decrépito,-1.0
dedicação,1.0
dedicado,1.0
defeituoso,-1.0
defensiva,-1.0
defensor,1.0
deferente,1.0
deferido,1.0
defesso,-1.0
deficiente,-1.0
definhado,-1.0
definhamento,-1.0
deformação,-1.0
deformado,-1.0
defraudar,-1.0
defunto,-1.0
degenerado,-1.0
degradado,-1.0
degradante,-1.0
degredado,-1.0
degredo,-1.0
deicida,-1.0
delambido,-1.0
deleitoso,1.0
deletério,-1.0
delgado,0.0
delicadeza,1.0
delicado,1.0
delicioso,1.0
delinquência,-1.0
delinquente,-1.0
delirar,-1.0
delituoso,-1.0
demagogia,-1.0
demagógico,-1.0
demagogo,-1.0
demarcado,-1.0
demência,-1.0
demente,-1.0
demérito,-1.0
demitido,-1.0
democracia,1.0
democrata,0.0
democraticidade,1.0
democrático,1.0
démodé,-1.0
demolidor,-1.0
demoníaco,-1.0
demorado,-1.0
denegrido,-1.0
denegrir,0.0
dengoso,-1.0
denodado,1.0
depauperado,-1.0
depenado,-1.0
dependurado,-1.0
deploração,-1.0
deplorável,-1.0
deportado,-1.0
deposto,-1.0
depravação,-1.0
depravado,-1.0
depravador,-1.0
depreciado,-1.0
depreciar,-1.0
depreciativo,-1.0
depressão,-1.0
depressivo,-1.0
depressor,-1.0
deprimência,-1.0
deprimente,-1.0
deprimido,-1.0
depurado,0.0
derramado,-1.0
derreado,-1.0
derreamento,-1.0
derrear,1.0
derreter,1.0
derrota,-1.0
derrotado,-1.0
derrotar,1.0
derrotismo,-1.0
derrotista,-1.0
derrubado,-1.0
derrubar,1.0
desabonado,-1.0
desabrido,-1.0
desabrigado,-1.0
desabusado,-1.0
desacompanhado,-1.0
desacordado,-1.0
desacreditado,-1.0
desacreditar,1.0
desactualizado,-1.0
desadaptado,-1.0
desafectado,1.0
desafecto,-1.0
desafetado,1.0
desafeto,-1.0
desafiador,0.0
desafiante,0.0
desafinação,-1.0
desafinado,-1.0
desafogado,1.0
desaforado,-1.0
desaforido,-1.0
desafortunado,-1.0
desagradado,-1.0
desagradável,-1.0
desagradecido,-1.0
desagrado,-1.0
desaire,-1.0
desairoso,-1.0
desajeitado,-1.0
desajustado,-1.0
desalentado,-1.0
desalento,-1.0
desalinhado,-1.0
desalinhamento,-1.0
desalmado,-1.0
desalojado,-1.0
desamparado,-1.0
desamparo,-1.0
desancar,1.0
desanimação,-1.0
desanimado,-1.0
desanimador,-1.0
desânimo,-1.0
desapaixonado,-1.0
desaparafusado,-1.0
desaparecido,-1.0
desapegado,-1.0
desapiedado,-1.0
desapontado,-1.0
desapontador,-1.0
desapossado,-1.0
desapropriado,-1.0
desaprovador,-1.0
desaproveitado,-1.0
desarmante,1.0
desarmar,1.0
desarranjado,-1.0
desarrazoado,-1.0
desarrumado,-1.0
desarticulado,-1.0
desassisado,-1.0
desassombrado,0.0
desassossegado,-1.0
desassossego,-1.0
desastrado,-1.0
desastre,-1.0
desastroso,-1.0
desatado,0.0
desatento,-1.0
desatinado,-1.0
desatualizado,-1.0
desaustinado,-1.0
desavergonhado,-1.0
desavisado,-1.0
desbaratado,-1.0
desbaratador,-1.0
desbocado,-1.0
desbocamento,-1.0
desbotado,-1.0
desbragado,-1.0
desbravador,0.0
descabelado,-1.0
descabelar-se,-1.0
descabelar,1.0
descabido,-1.0
descadeirado,-1.0
descalabro,-1.0
descalço,-1.0
descamisado,-1.0
descansado,0.0
descarado,-1.0
descaramento,-1.0
descarnado,-1.0
descascado,-1.0
descautelado,-1.0
descerimonioso,1.0
descerrado,-1.0
desclassificado,-1.0
descobridor,0.0
descomedido,-1.0
descomedimento,-1.0
descomplexado,1.0
descomprometido,0.0
descompromissado,0.0
desconcentração,-1.0
desconcentrado,-1.0
desconcertado,-1.0
desconexo,-1.0
desconfiado,-1.0
desconfortável,-1.0
desconhecedor,-1.0
desconsideração,-1.0
desconsiderado,0.0
desconsolação,-1.0
desconsolado,-1.0
descontentamento,-1.0
descontente,-1.0
descontraído,1.0
descontrolado,-1.0
descontrolo,-1.0
descoordenação,-1.0
descoordenado,-1.0
descorado,-1.0
descoroçoado,-1.0
descortês,-1.0
descortesia,-1.0
descrente,0.0
descuidado,-1.0
descuido,-1.0
desculpado,0.0
desculpável,0.0
desdém,-1.0
desdenhar,-1.0
desdenhoso,-1.0
desdentado,-1.0
desdito,-1.0
desditoso,-1.0
desejável,1.0
deselegância,-1.0
deselegante,-1.0
desembaraçado,1.0
desemparelhado,-1.0
desempenado,1.0
desempregado,-1.0
desemprego,-1.0
desencalhado,0.0
desencalhe,-1.0
desencaminhado,-1.0
desencaminhador,-1.0
desencaminhamento,-1.0
desencantado,0.0
desencontrado,-1.0
desengonçado,-1.0
desengraçado,-1.0
desenrascado,1.0
desenvencilhado,1.0
desenvolto,1.0
desenvoltura,1.0
desenxabidez,-1.0
desenxabido,-1.0
desequilibrado,-1.0
desequilíbrio,-1.0
desertar,-1.0
desertor,-1.0
desesperado,-1.0
desesperança,-1.0
desesperançado,-1.0
desespero,-1.0
desestabilizador,-1.0
desfalcar,-1.0
desfalecido,-1.0
desfasado,-1.0
desfavorecido,-1.0
desfeito,-1.0
desfigurado,-1.0
desforrar-se,1.0
desfrutado,1.0
desgarrado,-1.0
desgastado,-1.0
desgaste,-1.0
desgosto,-1.0
desgostoso,-1.0
desgovernação,-1.0
desgovernado,-1.0
desgoverno,-1.0
desgraça,-1.0
desgraçado,-1.0
desgracioso,-1.0
desgrenhado,-1.0
desidratação,-1.0
desiludido,-1.0
desimpedido,0.0
desinfeliz,-1.0
desinformação,-1.0
desinformado,-1.0
desinibido,1.0
desinstruído,-1.0
desinteressado,-1.0
desinteressante,-1.0
desinteresse,-1.0
desistir,-1.0
deslambido,-1.0
deslavado,-1.0
desleal,-1.0
deslealdade,-1.0
desleixado,-1.0
desleixar-se,-1.0
desleixo,-1.0
desligado,-1.0
deslocado,-1.0
deslumbrante,1.0
deslumbrar,1.0
desmaiado,-1.0
desmanchado,-1.0
desmantelado,-1.0
desmascarar,1.0
desmazelado,-1.0
desmazelamento,-1.0
desmazelo,-1.0
desmedido,-1.0
desmemoriado,-1.0
desmentido,-1.0
desmentir,0.0
desmesurado,-1.0
desmiolado,-1.0
desmontado,-1.0
desmoralização,-1.0
desmoralizado,-1.0
desmoralizador,-1.0
desmoronar-se,-1.0
desmotivação,-1.0
desmotivado,-1.0
desmotivador,-1.0
desnaturado,-1.0
desnaturalizado,0.0
desnorteado,-1.0
desnorteamento,-1.0
desnudado,0.0
desnudo,0.0
desnutrição,-1.0
desobediência,-1.0
desobediente,-1.0
desobrigado,0.0
desocupado,-1.0
desolação,-1.0
desolado,-1.0
desolador,-1.0
desolhado,-1.0
desonestidade,-1.0
desonesto,-1.0
desonra,-1.0
desonrado,-1.0
desonrar,-1.0
desonroso,-1.0
desordeiro,-1.0
desordem,-1.0
desordenado,-1.0
desorganização,-1.0
desorganizado,-1.0
desorientação,-1.0
desorientado,-1.0
despachado,1.0
despassarado,-1.0
despegado,0.0
despeitado,-1.0
despeitar,-1.0
despeito,-1.0
despeitorado,-1.0
despejado,-1.0
despenteado,-1.0
despercebido,-1.0
desperdiçado,-1.0
desperdiçador,-1.0
desperto,1.0
despesista,-1.0
despirocado,-1.0
despistado,-1.0
desplante,-1.0
despojado,0.0
despótico,-1.0
despregado,-1.0
desprendido,0.0
despreocupação,-1.0
despreocupado,0.0
despretensioso,1.0
desprevenção,-1.0
desprevenido,-1.0
desprezado,-1.0
desprezável,-1.0
desprezível,-1.0
desprezo,-1.0
desprimoroso,-1.0
desproporcionado,-1.0
despropositado,-1.0
despropósito,-1.0
desprotegido,-1.0
despudor,-1.0
despudorado,-1.0
desqualificado,-1.0
desregrado,-1.0
desregulado,-1.0
desremediado,-1.0
desrespeitado,-1.0
desrespeitador,-1.0
desrespeitar,-1.0
desrespeito,-1.0
desrespeitoso,-1.0
destabilizador,-1.0
destampado,-1.0
destapado,-1.0
destemido,1.0
destemperado,-1.0
desterrado,-1.0
destoante,-1.0
destrambelhado,-1.0
destrambelhamento,-1.0
destratado,-1.0
destravado,-1.0
destroçado,-1.0
destroço,-1.0
destronar,1.0
destruição,-1.0
destruído,-1.0
destruidor,-1.0
destruir,1.0
destrutivo,-1.0
destrutor,-1.0
desumanidade,-1.0
desumano,-1.0
desunido,-1.0
desusado,-1.0
desvairado,-1.0
desvairamento,-1.0
desvalido,-1.0
desvanecer,-1.0
desvanecido,0.0
desvantagem,-1.0
desvariado,-1.0
desvario,-1.0
desvelado,1.0
desvelo,1.0
desvendado,0.0
desventurado,-1.0
desventuroso,-1.0
desvirtuado,-1.0
desvitalizado,-1.0
detalhado,1.0
deteriorado,-1.0
deteriorar,-1.0
determinação,1.0
determinado,1.0
detestado,-1.0
detestar,0.0
detestável,-1.0
detido,-1.0
detrator,-1.0
deturpado,-1.0
deturpar,-1.0
devaneador,-1.0
devassado,-1.0
devassidão,-1.0
devasso,-1.0
devastado,-1.0
devastador,-1.0
devastar,1.0
diabólico,-1.0
diabolismo,-1.0
diáfano,1.0
dialogante,1.0
difamação,-1.0
difamado,-1.0
difamador,-1.0
difamar,-1.0
difamatório,-1.0
diferente,0.0
difícil,-1.0
dificultar,1.0
difuso,-1.0
dignidade,1.0
dignificar,1.0
digno,1.0
digressionista,-1.0
digressivo,-1.0
dilacerado,-1.0
dilacerar,1.0
diletante,0.0
diligência,1.0
diligente,1.0
diminuído,-1.0
diminuir,1.0
dinâmico,1.0
dinamismo,1.0
dinamizador,1.0
diplomacia,1.0
diplomático,1.0
directo,1.0
direito,1.0
direto,1.0
disciplina,1.0
disciplinado,1.0
disciplinador,0.0
díscolo,-1.0
discreto,1.0
discrição,1.0
discriminação,-1.0
discriminado,-1.0
discriminador,-1.0
discriminar,-1.0
discursivo,0.0
disfarçado,-1.0
disfonia,-1.0
disforme,-1.0
disformidade,-1.0
dislexia,-1.0
disléxico,-1.0
disparatado,-1.0
disparatar,-1.0
disparate,-1.0
dispensado,0.0
dispensável,-1.0
dispersivo,-1.0
disperso,-1.0
displicência,-1.0
displicente,-1.0
disponível,0.0
dissidente,-1.0
dissimulação,-1.0
dissimulado,-1.0
dissimular,-1.0
dissipado,-1.0
dissipador,-1.0
dissoluto,-1.0
dissolvido,-1.0
distante,-1.0
distinguido,0.0
distintivo,0.0
distinto,1.0
distorcer,-1.0
distorcido,-1.0
distraído,-1.0
ditador,-1.0
ditoso,1.0
divagação,-1.0
divagador,-1.0
divagante,-1.0
divagar,-1.0
divertido,1.0
divertimento,1.0
divinal,1.0
divino,1.0
divo,0.0
divulgador,0.0
dizimado,-1.0
dizimar,1.0
doar,1.0
dobradiço,0.0
doce,1.0
dócil,1.0
docilidade,1.0
doçura,1.0
doente,-1.0
doentio,-1.0
dogmático,-1.0
dogmatista,-1.0
doidivanas,-1.0
doido,-1.0
dolente,-1.0
dolorido,-1.0
doloso,-1.0
domado,0.0
dominado,-1.0
dominador,1.0
dominante,1.0
dominar,1.0
donairoso,1.0
donzel,0.0
dopado,-1.0
dopagem,-1.0
dorido,-1.0
dormência,-1.0
dormente,-1.0
dorminhoco,-1.0
dormitar,-1.0
dotado,1.0
doudo,-1.0
douto,1.0
doutrinado,1.0
doutrinador,0.0
draconiano,-1.0
dramático,-1.0
dramatismo,-1.0
dramatizar,-1.0
drástico,-1.0
droga,-1.0
drogado,-1.0
dromomania,-1.0
dromomaníaco,-1.0
dubiedade,-1.0
dúbio,-1.0
dubitativo,-1.0
duficuldades,-1.0
dúplice,-1.0
duplicidade,-1.0
durázio,1.0
duro,-1.0
duvidar,0.0
duvidoso,-1.0
ébrio,0.0
ecléctico,1.0
eclético,1.0
ecológico,1.0
econômico,1.0
económico,1.0
economizador,1.0
edificante,1.0
edipiano,-1.0
educação,1.0
educado,1.0
educador,1.0
educativo,1.0
educável,0.0
efeminado,-1.0
eficácia,1.0
eficaz,1.0
eficiência,1.0
eficiente,1.0
efusivo,1.0
egoísmo,-1.0
egoísta,-1.0
egotista,-1.0
egrégio,1.0
elástico,1.0
electrizante,1.0
elegância,1.0
elegante,1.0
elegíaco,-1.0
eleiçoeiro,-1.0
eletrizante,1.0
eliminar,1.0
elitista,-1.0
elogiar,0.0
elogio,1.0
elogioso,1.0
eloquência,1.0
eloquente,1.0
elucidar,1.0
elucidativo,1.0
emaciado,-1.0
emancipado,1.0
emaranhado,-1.0
embaçado,-1.0
embaciado,-1.0
embaraçado,-1.0
embaraço,-1.0
embaraçoso,-1.0
embasbacado,-1.0
embatucado,-1.0
embeiçado,0.0
embirração,-1.0
embirrante,-1.0
embirrar,0.0
embirrento,-1.0
emblemático,1.0
embotado,-1.0
embriagado,-1.0
embrulhado,-1.0
embruxado,-1.0
embuçado,-1.0
embuchado,-1.0
emburrado,-1.0
embuste,-1.0
embusteiro,-1.0
emérito,1.0
emocional,0.0
emotivo,0.0
empáfio,-1.0
empalidecido,-1.0
empalmado,-1.0
empanturrado,-1.0
empapado,0.0
empapuçado,-1.0
empedernido,-1.0
empedernimento,-1.0
empenhado,1.0
empenho,1.0
emperrado,-1.0
emperramento,-1.0
empertigado,-1.0
empinado,0.0
empírico,0.0
empobrecido,-1.0
empoeirado,-1.0
empolado,-1.0
empolgado,1.0
empolgante,0.0
emporcalhado,-1.0
empreendedor,1.0
emproado,-1.0
emulador,-1.0
êmulo,-1.0
enaltecido,1.0
enamoramento,1.0
encabulado,-1.0
encalacração,-1.0
encalacrado,-1.0
encalhado,-1.0
encalhamento,-1.0
encamado,-1.0
encaminhado,1.0
encanado,-1.0
encanecido,0.0
encantado,0.0
encantador,1.0
encantar,1.0
encanto,1.0
encapotado,0.0
encarcerado,-1.0
encarniçado,-1.0
encavacado,-1.0
encharcado,0.0
enciumado,-1.0
enclausurado,-1.0
encoberto,-1.0
encobrir,-1.0
encolerizado,-1.0
encolerizar-se,-1.0
encolerizar,1.0
encolhido,-1.0
encorajado,1.0
encorajador,1.0
encorajamento,1.0
encorajar,0.0
encorpado,0.0
encovado,-1.0
encruado,-1.0
encurralado,-1.0
encurralamento,-1.0
encurralar,1.0
encurvado,-1.0
endemoniado,-1.0
endemoninhado,-1.0
endiabrado,-1.0
endinheirado,1.0
endireitar-se,1.0
endividado,-1.0
endividamento,-1.0
endividar-se,-1.0
endividar,-1.0
endoidecer,-1.0
endurecido,-1.0
energia,1.0
enérgico,1.0
enervação,-1.0
enervado,-1.0
enervamento,-1.0
enervante,-1.0
enervar-se,-1.0
enervar,1.0
enfadado,-1.0
enfadamento,-1.0
enfadar-se,-1.0
enfadonho,-1.0
enfardador,-1.0
enfartado,-1.0
enfartamento,-1.0
enfastiado,-1.0
enfastiamento,-1.0
enfastiante,-1.0
enfático,0.0
enfatuado,-1.0
enfeitado,0.0
enfeitiçado,-1.0
enfermiço,-1.0
enfermidade,-1.0
enfezado,-1.0
enfezamento,-1.0
enfiado,-1.0
enforcar-se,-1.0
enfraquecer,-1.0
enfraquecido,-1.0
enfrascado,-1.0
enfrentar,1.0
enfronhado,-1.0
enfunado,-1.0
enfurecer-se,-1.0
enfurecer,1.0
enfurecido,-1.0
enfurecimento,-1.0
engaiolado,-1.0
engaiolamento,-1.0
engaiolar,1.0
enganado,-1.0
enganador,-1.0
enganar-se,-1.0
enganar,-1.0
engano,-1.0
enganoso,-1.0
engarrafado,-1.0
engasgado,-1.0
engasgamento,-1.0
engatado,-1.0
engenhoso,0.0
engodado,-1.0
engolfado,-1.0
engolido,-1.0
engonha,-1.0
engraçado,1.0
engrupido,-1.0
enigmático,-1.0
enjeitado,-1.0
enjoado,-1.0
enjoar,-1.0
enjoo,-1.0
enlameado,-1.0
enleado,-1.0
enlevado,-1.0
enlouquecer,-1.0
enlouquecido,-1.0
enlouquecimento,-1.0
enlutado,-1.0
enobrecer,1.0
enojado,-1.0
enojar,-1.0
enrabichado,0.0
enraivecer,1.0
enraivecido,-1.0
enraivecimento,-1.0
enrascada,-1.0
enrascado,-1.0
enredado,-1.0
enregelado,-1.0
enresinado,-1.0
enrijecido,-1.0
enrodilhador,-1.0
enrolado,-1.0
enrubescido,0.0
enrugado,-1.0
ensacado,-1.0
ensangüentado,-1.0
ensanguentado,-1.0
ensimesmado,-1.0
ensimesmamento,-1.0
ensombrar,1.0
ensurdecedor,-1.0
entalado,-1.0
entalar-se,-1.0
entalar,1.0
entaramelado,-1.0
entediado,-1.0
entediante,-1.0
entendido,1.0
enternecedor,1.0
enternecido,1.0
enterrado,-1.0
enterrar-se,-1.0
enterrar,1.0
entontecido,-1.0
entontecimento,-1.0
entornado,-1.0
entorpecer,-1.0
entorpecido,-1.0
entorpecimento,-1.0
entortado,-1.0
entradote,0.0
entregador,-1.0
entrevação,-1.0
entrevado,-1.0
entristecer,-1.0
entristecido,-1.0
entristecimento,-1.0
entubado,-1.0
entulhado,-1.0
entumecimento,-1.0
entusiasmante,1.0
entusiasmar,1.0
entusiasmo,1.0
entusiasta,1.0
entusiástico,1.0
envaidecido,-1.0
envelhecido,-1.0
envenenador,-1.0
envenenamento,-1.0
envenenar,-1.0
envergonhado,-1.0
envergonhar-se,-1.0
envergonhar,-1.0
enviesado,-1.0
envinagrado,-1.0
envolvente,0.0
enxerido,-1.0
enxofrado,-1.0
enxoframento,-1.0
enxotar,1.0
enxovalhado,-1.0
enxovalhar,1.0
enxuto,1.0
épico,0.0
epigramático,-1.0
epilético,-1.0
equânime,1.0
equanimidade,1.0
equidade,1.0
equilibrado,1.0
equilíbrio,1.0
eqüitativo,1.0
equitativo,1.0
equivocado,-1.0
equivocar-se,-1.0
equívoco,-1.0
equívoco,-1.0
erecto,0.0
ereto,0.0
ermo,-1.0
erótico,0.0
erotomania,-1.0
erotomaníaco,-1.0
errado,-1.0
errante,-1.0
errar,-1.0
errático,-1.0
erro,-1.0
erudito,1.0
esbaforido,-1.0
esbanjado,-1.0
esbanjador,-1.0
esbanjamento,-1.0
esbatido,-1.0
esbelto,1.0
esbofetear,1.0
esborratado,-1.0
esburacado,-1.0
escabelado,-1.0
escabrosidade,-1.0
escabroso,-1.0
escaldado,-1.0
escamado,-1.0
escamoso,-1.0
escamotear,-1.0
escancarado,-1.0
escandalizar,-1.0
escândalo,-1.0
escandaloso,-1.0
escangalhado,-1.0
escanifrado,-1.0
escanzelado,-1.0
escapadiço,-1.0
escapo,-1.0
escarnecedor,-1.0
escarnecer,0.0
escarnecido,-1.0
escarninho,-1.0
escárnio,-1.0
escarrapachado,-1.0
escavacado,-1.0
escaveirado,-1.0
esclarecedor,1.0
esclarecer,1.0
esclarecido,1.0
esclerosado,-1.0
esclerose,-1.0
esclerótico,-1.0
escolarizado,1.0
esconder-se,-1.0
esconder,-1.0
escondido,-1.0
esconso,-1.0
escoriado,-1.0
escorraçado,-1.0
escorregadio,-1.0
escorregar,-1.0
escorreito,1.0
escrachado,-1.0
escravizado,-1.0
escrupuloso,1.0
esculachado,-1.0
escultural,1.0
escuro,-1.0
escusado,-1.0
escuso,-1.0
esdrúxulo,-1.0
esfaimado,-1.0
esfalfado,-1.0
esfarrapado,-1.0
esférico,-1.0
esfíngico,-1.0
esfomeado,-1.0
esforçado,1.0
esfuziante,1.0
esgalgado,-1.0
esganação,-1.0
esganado,-1.0
esganar,1.0
esganiçado,-1.0
esgazeado,-1.0
esgazeamento,-1.0
esgotado,-1.0
esgotamento,-1.0
esgotante,-1.0
esgotar,1.0
esgrouviado,-1.0
esguedelhado,-1.0
esguio,0.0
esmagado,-1.0
esmagador,0.0
esmagar,1.0
esmerado,1.0
esmerar-se,1.0
esmero,1.0
esmilhafrado,-1.0
esmoler,1.0
esmorecer,-1.0
esmorecido,-1.0
esmorecimento,-1.0
esotérico,0.0
espalhafato,-1.0
espalhafatoso,-1.0
espalhanço,-1.0
espampanante,-1.0
espancado,-1.0
espancar,1.0
espantoso,0.0
esparramado,-1.0
espartano,0.0
espatifado,-1.0
espaventoso,-1.0
espavorido,-1.0
especado,-1.0
especial,1.0
especioso,0.0
espectacular,1.0
espectral,1.0
esperançado,1.0
esperançoso,1.0
espertalhão,-1.0
esperto,0.0
espetacular,1.0
espetaculoso,-1.0
espetado,-1.0
espevitado,1.0
espezinhado,-1.0
espezinhar,1.0
espinhento,-1.0
espinhoso,-1.0
espiritual,0.0
espiritualista,0.0
espirituoso,1.0
esplendente,1.0
esplêndido,1.0
esplendoroso,1.0
espontaneidade,1.0
espontâneo,1.0
espremido,-1.0
espúrio,-1.0
esquálido,-1.0
esquecediço,-1.0
esquecido,-1.0
esquelético,-1.0
esquentado,-1.0
esquerdóide,-1.0
esquinado,-1.0
esquisitice,-1.0
esquisito,-1.0
esquivo,-1.0
esquizofrenia,-1.0
esquizofrénico,-1.0
esquizóide,-1.0
esquizoidia,-1.0
essénio,0.0
estabanado,-1.0
estabilidade,1.0
estacado,-1.0
estafado,-1.0
estagnado,-1.0
estagnar,-1.0
estalado,-1.0
estampado,-1.0
estancado,-1.0
estanhado,-1.0
estapafúrdio,-1.0
estarola,-1.0
estarolice,-1.0
estarrecer,1.0
estarrecido,-1.0
estatelado,-1.0
estatelar-se,-1.0
estático,-1.0
estavanado,-1.0
estável,1.0
estendido,-1.0
estentóreo,0.0
estentórico,0.0
estereotipado,-1.0
estéril,-1.0
esterilidade,-1.0
esticado,-1.0
estigmatizado,-1.0
estiloso,-1.0
estimado,1.0
estimável,1.0
estimulado,0.0
estirado,-1.0
estóico,-1.0
estoirado,-1.0
estoiro,-1.0
estorvar,1.0
estourado,-1.0
estouvado,-1.0
estrábico,-1.0
estragado,-1.0
estrambólico,-1.0
estrambótico,-1.0
estrangeirado,-1.0
estrangulado,-1.0
estrangular,1.0
estranho,-1.0
estratagema,-1.0
estremunhado,-1.0
estrénuo,1.0
estridente,-1.0
estroina,-1.0
estropiado,-1.0
estruturado,-1.0
estudioso,1.0
estulto,-1.0
estupefaciente,-1.0
estupendo,1.0
estupidez,-1.0
estúpido,-1.0
estuporado,-1.0
estuprado,-1.0
esvaziado,-1.0
etéreo,1.0
etilizado,-1.0
eufónico,1.0
eufórico,1.0
eunuco,-1.0
eurocéptico,0.0
eurocético,0.0
europeísta,0.0
evasão,-1.0
evasivo,-1.0
evitar,-1.0
exacerbado,-1.0
exagerado,-1.0
exagerar,-1.0
exalado,-1.0
exaltado,-1.0
exaltar-se,-1.0
exangue,-1.0
exasperação,-1.0
exasperado,-1.0
exasperar-se,-1.0
exasperar,-1.0
exato,1.0
exaustão,-1.0
exausto,-1.0
exceder-se,-1.0
exceder,1.0
excelência,1.0
excelente,1.0
excelso,1.0
excêntrico,0.0
excepcional,1.0
excessividade,-1.0
excessivo,-1.0
excitado,0.0
excitante,1.0
excitar,1.0
excitável,0.0
excluído,-1.0
excomungado,-1.0
execração,-1.0
execrado,-1.0
execrar,0.0
execrável,-1.0
executado,-1.0
exemplar,1.0
exemplaridade,1.0
exibicionismo,-1.0
exibicionista,-1.0
exibido,-1.0
exibir-se,-1.0
exigente,0.0
exilado,-1.0
eximido,-1.0
exímio,1.0
exotérico,-1.0
expansivo,1.0
expatriado,-1.0
expeditivo,1.0
expedito,1.0
expelido,-1.0
experiência,1.0
experiente,1.0
experimentado,1.0
experto,1.0
explícito,0.0
explorador,-1.0
explorar,-1.0
explosivo,-1.0
expressivo,1.0
expropriado,-1.0
expulsar,1.0
expulso,-1.0
extasiado,0.0
extemporâneo,-1.0
extenuação,-1.0
extenuado,-1.0
extenuante,-1.0
extenuar,1.0
exterminar,1.0
extraordinário,1.0
extravagante,-1.0
extraviado,-1.0
extremista,-1.0
extremoso,1.0
