word,n,sent
descoordenado.PoS=Adj,TG=HUM:N0,POL:N0=-1
descorado.PoS=Adj,TG=HUM:N0,POL:N0=-1
descoroçoado.PoS=Adj,TG=HUM:N0,POL:N0=-1
descortês.PoS=Adj,TG=HUM:N0,POL:N0=-1
descortesia.PoS=N,TG=HUM:N0,POL:N0=-1
descrente.PoS=Adj,TG=HUM:N0,POL:N0=0
descuidado.PoS=Adj,TG=HUM:N0,POL:N0=-1
descuido.PoS=N,TG=HUM:N0,POL:N0=-1
desculpado.PoS=Adj,TG=HUM:N0,POL:N0=0
desculpável.PoS=Adj,TG=HUM:N0,POL:N0=0
desdém.PoS=N,TG=HUM:N0,POL:N0=-1
desdenhar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
desdenhoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
desdentado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desdito.PoS=Adj,TG=HUM:N0,POL:N0=-1
desditoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
desejável.PoS=Adj,TG=HUM:N0,POL:N0=1
deselegância.PoS=N,TG=HUM:N0,POL:N0=-1
deselegante.PoS=Adj,TG=HUM:N0,POL:N0=-1
desembaraçado.PoS=Adj,TG=HUM:N0,POL:N0=1
desemparelhado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desempenado.PoS=Adj,TG=HUM:N0,POL:N0=1
desempregado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desemprego.PoS=N,TG=HUM:N0,POL:N0=-1
desencalhado.PoS=Adj,TG=HUM:N0,POL:N0=0
desencalhe .PoS=N,TG=HUM:N0,POL:N0=-1
desencaminhado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desencaminhador.PoS=Adj,TG=HUM:N0,POL:N0=-1
desencaminhamento.PoS=N,TG=HUM:N0,POL:N0=-1
desencantado.PoS=Adj,TG=HUM:N0,POL:N0=0
desencontrado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desengonçado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desengraçado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desenrascado.PoS=Adj,TG=HUM:N0,POL:N0=1
desenvencilhado.PoS=Adj,TG=HUM:N0,POL:N0=1
desenvolto.PoS=Adj,TG=HUM:N0,POL:N0=1
desenvoltura.PoS=N,TG=HUM:N0,POL:N0=1
desenxabidez.PoS=N,TG=HUM:N0,POL:N0=-1
desenxabido.PoS=Adj,TG=HUM:N0,POL:N0=-1
desequilibrado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desequilíbrio.PoS=N,TG=HUM:N0,POL:N0=-1
desertar.PoS=V,TG=HUM:N0,POL:N0=-1
desertor.PoS=Adj,TG=HUM:N0,POL:N0=-1
desesperado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desesperança.PoS=N,TG=HUM:N0,POL:N0=-1
desesperançado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desespero.PoS=N,TG=HUM:N0,POL:N0=-1
desestabilizador.PoS=Adj,TG=HUM:N0,POL:N0=-1
desfalcar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
desfalecido.PoS=Adj,TG=HUM:N0,POL:N0=-1
desfasado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desfavorecido.PoS=Adj,TG=HUM:N0,POL:N0=-1
desfeito.PoS=Adj,TG=HUM:N0,POL:N0=-1
desfigurado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desforrar-se.PoS=V,TG=HUM:N0:N1,POL:N0=1
desfrutado.PoS=Adj,TG=HUM:N0,POL:N0=1
desgarrado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desgastado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desgaste.PoS=N,TG=HUM:N0,POL:N0=-1
desgosto.PoS=N,TG=HUM:N0,POL:N0=-1
desgostoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
desgovernação.PoS=N,TG=HUM:N0,POL:N0=-1
desgovernado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desgoverno.PoS=N,TG=HUM:N0,POL:N0=-1
desgraça.PoS=N,TG=HUM:N0,POL:N0=-1
desgraçado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desgracioso.PoS=Adj,TG=HUM:N0,POL:N0=-1
desgrenhado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desidratação.PoS=N,TG=HUM:N0,POL:N0=-1
desiludido.PoS=Adj,TG=HUM:N0,POL:N0=-1
desimpedido.PoS=Adj,TG=HUM:N0,POL:N0=0
desinfeliz.PoS=Adj,TG=HUM:N0,POL:N0=-1
desinformação.PoS=N,TG=HUM:N0,POL:N0=-1
desinformado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desinibido.PoS=Adj,TG=HUM:N0,POL:N0=1
desinstruído.PoS=Adj,TG=HUM:N0,POL:N0=-1
desinteressado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desinteressante.PoS=Adj,TG=HUM:N0,POL:N0=-1
desinteresse.PoS=N,TG=HUM:N0,POL:N0=-1
desistir.PoS=V,TG=HUM:N0:N1,POL:N0=-1
deslambido.PoS=Adj,TG=HUM:N0,POL:N0=-1
deslavado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desleal.PoS=Adj,TG=HUM:N0,POL:N0=-1
deslealdade.PoS=N,TG=HUM:N0,POL:N0=-1
desleixado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desleixar-se.PoS=V,TG=HUM:N0,POL:N0=-1
desleixo .PoS=N,TG=HUM:N0,POL:N0=-1
desligado.PoS=Adj,TG=HUM:N0,POL:N0=-1
deslocado.PoS=Adj,TG=HUM:N0,POL:N0=-1
deslumbrante.PoS=Adj,TG=HUM:N0,POL:N0=1
deslumbrar.PoS=V,TG=HUM:N0:N1,POL:N0=1
desmaiado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desmanchado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desmantelado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desmascarar.PoS=V,TG=HUM:N0:N1,POL:N0=1
desmazelado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desmazelamento.PoS=N,TG=HUM:N0,POL:N0=-1
desmazelo.PoS=N,TG=HUM:N0,POL:N0=-1
desmedido.PoS=Adj,TG=HUM:N0,POL:N0=-1
desmemoriado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desmentido.PoS=Adj,TG=HUM:N0,POL:N0=-1
desmentir.PoS=V,TG=HUM:N0:N1,POL:N0=0
desmesurado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desmiolado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desmontado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desmoralização.PoS=N,TG=HUM:N0,POL:N0=-1
desmoralizado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desmoralizador.PoS=Adj,TG=HUM:N0,POL:N0=-1
desmoronar-se.PoS=V,TG=HUM:N0,POL:N0=-1
desmotivação.PoS=N,TG=HUM:N0,POL:N0=-1
desmotivado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desmotivador.PoS=Adj,TG=HUM:N0,POL:N0=-1
desnaturado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desnaturalizado.PoS=Adj,TG=HUM:N0,POL:N0=0
desnorteado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desnorteamento.PoS=N,TG=HUM:N0,POL:N0=-1
desnudado.PoS=Adj,TG=HUM:N0,POL:N0=0
desnudo.PoS=Adj,TG=HUM:N0,POL:N0=0
desnutrição.PoS=N,TG=HUM:N0,POL:N0=-1
desobediência.PoS=N,TG=HUM:N0,POL:N0=-1
desobediente.PoS=Adj,TG=HUM:N0,POL:N0=-1
desobrigado.PoS=Adj,TG=HUM:N0,POL:N0=0
desocupado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desolação.PoS=N,TG=HUM:N0,POL:N0=-1
desolado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desolador.PoS=Adj,TG=HUM:N0,POL:N0=-1
desolhado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desonestidade.PoS=N,TG=HUM:N0,POL:N0=-1
desonesto.PoS=Adj,TG=HUM:N0,POL:N0=-1
desonra.PoS=N,TG=HUM:N0,POL:N0=-1
desonrado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desonrar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
desonroso.PoS=Adj,TG=HUM:N0,POL:N0=-1
desordeiro.PoS=Adj,TG=HUM:N0,POL:N0=-1
desordem.PoS=N,TG=HUM:N0,POL:N0=-1
desordenado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desorganização.PoS=N,TG=HUM:N0,POL:N0=-1
desorganizado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desorientação.PoS=N,TG=HUM:N0,POL:N0=-1
desorientado.PoS=Adj,TG=HUM:N0,POL:N0=-1
despachado.PoS=Adj,TG=HUM:N0,POL:N0=1
despassarado.PoS=Adj,TG=HUM:N0,POL:N0=-1
despegado.PoS=Adj,TG=HUM:N0,POL:N0=0
despeitado.PoS=Adj,TG=HUM:N0,POL:N0=-1
despeitar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
despeito.PoS=N,TG=HUM:N0,POL:N0=-1
despeitorado.PoS=Adj,TG=HUM:N0,POL:N0=-1
despejado.PoS=Adj,TG=HUM:N0,POL:N0=-1
despenteado.PoS=Adj,TG=HUM:N0,POL:N0=-1
despercebido.PoS=Adj,TG=HUM:N0,POL:N0=-1
desperdiçado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desperdiçador.PoS=Adj,TG=HUM:N0,POL:N0=-1
desperto.PoS=Adj,TG=HUM:N0,POL:N0=1
despesista.PoS=Adj,TG=HUM:N0,POL:N0=-1
despirocado.PoS=Adj,TG=HUM:N0,POL:N0=-1
despistado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desplante.PoS=N,TG=HUM:N0,POL:N0=-1
despojado.PoS=Adj,TG=HUM:N0,POL:N0=0
despótico.PoS=Adj,TG=HUM:N0,POL:N0=-1
despregado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desprendido.PoS=Adj,TG=HUM:N0,POL:N0=0
despreocupação.PoS=N,TG=HUM:N0,POL:N0=-1
despreocupado.PoS=Adj,TG=HUM:N0,POL:N0=0
despretensioso.PoS=Adj,TG=HUM:N0,POL:N0=1
desprevenção.PoS=N,TG=HUM:N0,POL:N0=-1
desprevenido.PoS=Adj,TG=HUM:N0,POL:N0=-1
desprezado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desprezável.PoS=Adj,TG=HUM:N0,POL:N0=-1
desprezível.PoS=Adj,TG=HUM:N0,POL:N0=-1
desprezo.PoS=N,TG=HUM:N0,POL:N0=-1
desprimoroso.PoS=Adj,TG=HUM:N0,POL:N0=-1
desproporcionado.PoS=Adj,TG=HUM:N0,POL:N0=-1
despropositado.PoS=Adj,TG=HUM:N0,POL:N0=-1
despropósito.PoS=N,TG=HUM:N0,POL:N0=-1
desprotegido.PoS=Adj,TG=HUM:N0,POL:N0=-1
despudor.PoS=N,TG=HUM:N0,POL:N0=-1
despudorado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desqualificado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desregrado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desregulado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desremediado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desrespeitado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desrespeitador.PoS=Adj,TG=HUM:N0,POL:N0=-1
desrespeitar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
desrespeito.PoS=N,TG=HUM:N0,POL:N0=-1
desrespeitoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
destabilizador.PoS=Adj,TG=HUM:N0,POL:N0=-1
destampado.PoS=Adj,TG=HUM:N0,POL:N0=-1
destapado.PoS=Adj,TG=HUM:N0,POL:N0=-1
destemido.PoS=Adj,TG=HUM:N0,POL:N0=1
destemperado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desterrado.PoS=Adj,TG=HUM:N0,POL:N0=-1
destoante.PoS=Adj,TG=HUM:N0,POL:N0=-1
destrambelhado.PoS=Adj,TG=HUM:N0,POL:N0=-1
destrambelhamento.PoS=N,TG=HUM:N0,POL:N0=-1
destratado.PoS=Adj,TG=HUM:N0,POL:N0=-1
destravado.PoS=Adj,TG=HUM:N0,POL:N0=-1
destroçado.PoS=Adj,TG=HUM:N0,POL:N0=-1
destroço.PoS=N,TG=HUM:N0,POL:N0=-1
destronar.PoS=V,TG=HUM:N0:N1,POL:N0=1
destruição.PoS=N,TG=HUM:N0,POL:N0=-1
destruído.PoS=Adj,TG=HUM:N0,POL:N0=-1
destruidor.PoS=Adj,TG=HUM:N0,POL:N0=-1
destruir.PoS=V,TG=HUM:N0:N1,POL:N0=1
destrutivo.PoS=Adj,TG=HUM:N0,POL:N0=-1
destrutor.PoS=Adj,TG=HUM:N0,POL:N0=-1
desumanidade.PoS=N,TG=HUM:N0,POL:N0=-1
desumano.PoS=Adj,TG=HUM:N0,POL:N0=-1
desunido.PoS=Adj,TG=HUM:N0,POL:N0=-1
desusado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desvairado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desvairamento.PoS=N,TG=HUM:N0,POL:N0=-1
desvalido.PoS=Adj,TG=HUM:N0,POL:N0=-1
desvanecer.PoS=V,TG=HUM:N0,POL:N0=-1
desvanecido.PoS=Adj,TG=HUM:N0,POL:N0=0
desvantagem.PoS=N,TG=HUM:N0,POL:N0=-1
desvariado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desvario.PoS=N,TG=HUM:N0,POL:N0=-1
desvelado.PoS=Adj,TG=HUM:N0,POL:N0=1
desvelo.PoS=N,TG=HUM:N0,POL:N0=1
desvendado.PoS=Adj,TG=HUM:N0,POL:N0=0
desventurado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desventuroso.PoS=Adj,TG=HUM:N0,POL:N0=-1
desviar dinheiro.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
desvirtuado.PoS=Adj,TG=HUM:N0,POL:N0=-1
desvitalizado.PoS=Adj,TG=HUM:N0,POL:N0=-1
detalhado.PoS=Adj,TG=HUM:N0,POL:N0=1
deteriorado.PoS=Adj,TG=HUM:N0,POL:N0=-1
deteriorar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
determinação.PoS=N,TG=HUM:N0,POL:N0=1
determinado.PoS=Adj,TG=HUM:N0,POL:N0=1
detestado.PoS=Adj,TG=HUM:N0,POL:N0=-1
detestar.PoS=V,TG=HUM:N0:N1,POL:N0=0
detestável.PoS=Adj,TG=HUM:N0,POL:N0=-1
detido.PoS=Adj,TG=HUM:N0,POL:N0=-1
detrator.PoS=Adj,TG=HUM:N0,POL:N0=-1
deturpado.PoS=Adj,TG=HUM:N0,POL:N0=-1
deturpar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
devaneador.PoS=Adj,TG=HUM:N0,POL:N0=-1
devassado.PoS=Adj,TG=HUM:N0,POL:N0=-1
devassidão.PoS=N,TG=HUM:N0,POL:N0=-1
devasso.PoS=Adj,TG=HUM:N0,POL:N0=-1
devastado.PoS=Adj,TG=HUM:N0,POL:N0=-1
devastador.PoS=Adj,TG=HUM:N0,POL:N0=-1
devastar.PoS=V,TG=HUM:N0:N1,POL:N0=1
dever comer farinha maizena.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
dever dobrar a língua.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
dever ter vergonha na cara.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
devoto de Baco.PoS=Adj,TG=HUM:N0,POL:N0=-1
diabólico.PoS=Adj,TG=HUM:N0,POL:N0=-1
diabolismo.PoS=N,TG=HUM:N0,POL:N0=-1
diáfano.PoS=Adj,TG=HUM:N0,POL:N0=1
dialogante.PoS=Adj,TG=HUM:N0,POL:N0=1
difamação.PoS=N,TG=HUM:N0,POL:N0=-1
difamado.PoS=Adj,TG=HUM:N0,POL:N0=-1
difamador.PoS=Adj,TG=HUM:N0,POL:N0=-1
difamar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
difamatório.PoS=Adj,TG=HUM:N0,POL:N0=-1
diferente.PoS=Adj,TG=HUM:N0,POL:N0=0
difícil.PoS=Adj,TG=HUM:N0,POL:N0=-1
dificultar a vida a.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=1
dificultar.PoS=V,TG=HUM:N0:N1,POL:N0=1
difuso.PoS=Adj,TG=HUM:N0,POL:N0=-1
dignidade.PoS=N,TG=HUM:N0,POL:N0=1
dignificar.PoS=V,TG=HUM:N0:N1,POL:N0=1
digno de confiança.PoS=Adj,TG=HUM:N0,POL:N0=1
digno.PoS=Adj,TG=HUM:N0,POL:N0=1
digressionista.PoS=Adj,TG=HUM:N0,POL:N0=-1
digressivo.PoS=Adj,TG=HUM:N0,POL:N0=-1
dilacerado.PoS=Adj,TG=HUM:N0,POL:N0=-1
dilacerar.PoS=V,TG=HUM:N0:N1,POL:N0=1
diletante.PoS=Adj,TG=HUM:N0,POL:N0=0
diligência.PoS=N,TG=HUM:N0,POL:N0=1
diligente.PoS=Adj,TG=HUM:N0,POL:N0=1
diminuído.PoS=Adj,TG=HUM:N0,POL:N0=-1
diminuir.PoS=V,TG=HUM:N0:N1,POL:N0=1
dinâmico.PoS=Adj,TG=HUM:N0,POL:N0=1
dinamismo.PoS=N,TG=HUM:N0,POL:N0=1
dinamizador.PoS=Adj,TG=HUM:N0,POL:N0=1
diplomacia.PoS=N,TG=HUM:N0,POL:N0=1
diplomático.PoS=Adj,TG=HUM:N0,POL:N0=1
directo.PoS=Adj,TG=HUM:N0,POL:N0=1
direito de contas.PoS=Adj,TG=HUM:N0,POL:N0=1
direito.PoS=Adj,TG=HUM:N0,POL:N0=1
direto.PoS=Adj,TG=HUM:N0,POL:N0=1
disciplina.PoS=N,TG=HUM:N0,POL:N0=1
disciplinado.PoS=Adj,TG=HUM:N0,POL:N0=1
disciplinador.PoS=Adj,TG=HUM:N0,POL:N0=0
díscolo.PoS=Adj,TG=HUM:N0,POL:N0=-1
discreto.PoS=Adj,TG=HUM:N0,POL:N0=1
discrição.PoS=N,TG=HUM:N0,POL:N0=1
discriminação.PoS=N,TG=HUM:N0,POL:N0=-1
discriminado.PoS=Adj,TG=HUM:N0,POL:N0=-1
discriminador.PoS=Adj,TG=HUM:N0,POL:N0=-1
discriminar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
discursivo.PoS=Adj,TG=HUM:N0,POL:N0=0
disfarçado.PoS=Adj,TG=HUM:N0,POL:N0=-1
disfonia.PoS=N,TG=HUM:N0,POL:N0=-1
disforme.PoS=Adj,TG=HUM:N0,POL:N0=-1
disformidade.PoS=N,TG=HUM:N0,POL:N0=-1
dislexia.PoS=N,TG=HUM:N0,POL:N0=-1
disléxico.PoS=Adj,TG=HUM:N0,POL:N0=-1
disparatado.PoS=Adj,TG=HUM:N0,POL:N0=-1
disparatar.PoS=V,TG=HUM:N0,POL:N0=-1
disparate.PoS=N,TG=HUM:N0,POL:N0=-1
dispensado.PoS=Adj,TG=HUM:N0,POL:N0=0
dispensável.PoS=Adj,TG=HUM:N0,POL:N0=-1
dispersivo.PoS=Adj,TG=HUM:N0,POL:N0=-1
disperso.PoS=Adj,TG=HUM:N0,POL:N0=-1
displicência.PoS=N,TG=HUM:N0,POL:N0=-1
displicente.PoS=Adj,TG=HUM:N0,POL:N0=-1
disponível.PoS=Adj,TG=HUM:N0,POL:N0=0
dissidente.PoS=Adj,TG=HUM:N0,POL:N0=-1
dissimulação.PoS=N,TG=HUM:N0,POL:N0=-1
dissimulado.PoS=Adj,TG=HUM:N0,POL:N0=-1
dissimular.PoS=V,TG=HUM:N0,POL:N0=-1
dissipado.PoS=Adj,TG=HUM:N0,POL:N0=-1
dissipador.PoS=Adj,TG=HUM:N0,POL:N0=-1
dissoluto.PoS=Adj,TG=HUM:N0,POL:N0=-1
dissolvido.PoS=Adj,TG=HUM:N0,POL:N0=-1
distante.PoS=Adj,TG=HUM:N0,POL:N0=-1
distinguido.PoS=Adj,TG=HUM:N0,POL:N0=0
distintivo.PoS=Adj,TG=HUM:N0,POL:N0=0
distinto.PoS=Adj,TG=HUM:N0,POL:N0=1
distorcer.PoS=V,TG=HUM:N0,POL:N0=-1
distorcido.PoS=Adj,TG=HUM:N0,POL:N0=-1
distraído.PoS=Adj,TG=HUM:N0,POL:N0=-1
ditador.PoS=Adj,TG=HUM:N0,POL:N0=-1
ditoso.PoS=Adj,TG=HUM:N0,POL:N0=1
divagação.PoS=N,TG=HUM:N0,POL:N0=-1
divagador.PoS=Adj,TG=HUM:N0,POL:N0=-1
divagante.PoS=Adj,TG=HUM:N0,POL:N0=-1
divagar.PoS=V,TG=HUM:N0,POL:N0=-1
divertido.PoS=Adj,TG=HUM:N0,POL:N0=1
divertimento.PoS=N,TG=HUM:N0,POL:N0=1
divinal.PoS=Adj,TG=HUM:N0,POL:N0=1
divino.PoS=Adj,TG=HUM:N0,POL:N0=1
divo.PoS=Adj,TG=HUM:N0,POL:N0=0
divulgador.PoS=Adj,TG=HUM:N0,POL:N0=0
dizer a verdade.PoS=IDIOM,TG=HUM:N0,POL:N0=1
dizer algumas verdades a.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=1
dizer cobras e lagartos de.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=-1
dizer mal de.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=0
dizer umas quantas verdades a.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=1
dizimado.PoS=Adj,TG=HUM:N0,POL:N0=-1
dizimar.PoS=V,TG=HUM:N0:N1,POL:N0=1
dobradiço.PoS=Adj,TG=HUM:N0,POL:N0=0
doce.PoS=Adj,TG=HUM:N0,POL:N0=1
dócil.PoS=Adj,TG=HUM:N0,POL:N0=1
docilidade.PoS=N,TG=HUM:N0,POL:N0=1
doçura.PoS=N,TG=HUM:N0,POL:N0=1
doente.PoS=Adj,TG=HUM:N0,POL:N0=-1
doentio.PoS=Adj,TG=HUM:N0,POL:N0=-1
dogmático.PoS=Adj,TG=HUM:N0,POL:N0=-1
dogmatista.PoS=Adj,TG=HUM:N0,POL:N0=-1
doidivanas.PoS=Adj,TG=HUM:N0,POL:N0=-1
doido de todo.PoS=Adj,TG=HUM:N0,POL:N0=-1
doido varrido.PoS=Adj,TG=HUM:N0,POL:N0=-1
doido.PoS=Adj,TG=HUM:N0,POL:N0=-1
dolente.PoS=Adj,TG=HUM:N0,POL:N0=-1
dolorido.PoS=Adj,TG=HUM:N0,POL:N0=-1
doloso.PoS=Adj,TG=HUM:N0,POL:N0=-1
domado.PoS=Adj,TG=HUM:N0,POL:N0=0
dominado.PoS=Adj,TG=HUM:N0,POL:N0=-1
dominador.PoS=Adj,TG=HUM:N0,POL:N0=1
dominante.PoS=Adj,TG=HUM:N0,POL:N0=1
dominar.PoS=V,TG=HUM:N0:N1,POL:N0=1
donairoso.PoS=Adj,TG=HUM:N0,POL:N0=1
donzel.PoS=Adj,TG=HUM:N0,POL:N0=0
dopado.PoS=Adj,TG=HUM:N0,POL:N0=-1
dopagem.PoS=N,TG=HUM:N0,POL:N0=-1
dorido.PoS=Adj,TG=HUM:N0,POL:N0=-1
dormência.PoS=N,TG=HUM:N0,POL:N0=-1
dormente.PoS=Adj,TG=HUM:N0,POL:N0=-1
dorminhoco.PoS=Adj,TG=HUM:N0,POL:N0=-1
dormitar.PoS=V,TG=HUM:N0,POL:N0=-1
dotado.PoS=Adj,TG=HUM:N0,POL:N0=1
doudo.PoS=Adj,TG=HUM:N0,POL:N0=-1
douto.PoS=Adj,TG=HUM:N0,POL:N0=1
doutrinado.PoS=Adj,TG=HUM:N0,POL:N0=1
doutrinador.PoS=Adj,TG=HUM:N0,POL:N0=0
draconiano.PoS=Adj,TG=HUM:N0,POL:N0=-1
dramático.PoS=Adj,TG=HUM:N0,POL:N0=-1
dramatismo.PoS=N,TG=HUM:N0,POL:N0=-1
dramatizar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
drástico.PoS=Adj,TG=HUM:N0,POL:N0=-1
droga.PoS=N,TG=HUM:N0,POL:N0=-1
drogado.PoS=Adj,TG=HUM:N0,POL:N0=-1
dromomania.PoS=N,TG=HUM:N0,POL:N0=-1
dromomaníaco.PoS=Adj,TG=HUM:N0,POL:N0=-1
dubiedade.PoS=N,TG=HUM:N0,POL:N0=-1
dúbio.PoS=Adj,TG=HUM:N0,POL:N0=-1
dubitativo.PoS=Adj,TG=HUM:N0,POL:N0=-1
duficuldades.PoS=N,TG=HUM:N0,POL:N0=-1
dúplice.PoS=Adj,TG=HUM:N0,POL:N0=-1
duplicidade.PoS=N,TG=HUM:N0,POL:N0=-1
durázio.PoS=Adj,TG=HUM:N0,POL:N0=1
duro da mioleira.PoS=Adj,TG=HUM:N0,POL:N0=-1
duro de ouvido.PoS=Adj,TG=HUM:N0,POL:N0=-1
duro.PoS=Adj,TG=HUM:N0,POL:N0=-1
duvidar.PoS=V,TG=HUM:N0:N1,POL:N0=0
duvidoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
ébrio.PoS=Adj,TG=HUM:N0,POL:N0=0
ecléctico.PoS=Adj,TG=HUM:N0,POL:N0=1
eclético.PoS=Adj,TG=HUM:N0,POL:N0=1
ecológico.PoS=Adj,TG=HUM:N0,POL:N0=1
econômico.PoS=Adj,TG=HUM:N0,POL:N0=1
económico.PoS=Adj,TG=HUM:N0,POL:N0=1
economizador.PoS=Adj,TG=HUM:N0,POL:N0=1
edificante.PoS=Adj,TG=HUM:N0,POL:N0=1
edipiano.PoS=Adj,TG=HUM:N0,POL:N0=-1
educação.PoS=N,TG=HUM:N0,POL:N0=1
educado.PoS=Adj,TG=HUM:N0,POL:N0=1
educador.PoS=Adj,TG=HUM:N0,POL:N0=1
educativo.PoS=Adj,TG=HUM:N0,POL:N0=1
educável.PoS=Adj,TG=HUM:N0,POL:N0=0
efeminado.PoS=Adj,TG=HUM:N0,POL:N0=-1
eficácia.PoS=N,TG=HUM:N0,POL:N0=1
eficaz.PoS=Adj,TG=HUM:N0,POL:N0=1
eficiência.PoS=N,TG=HUM:N0,POL:N0=1
eficiente.PoS=Adj,TG=HUM:N0,POL:N0=1
efusivo.PoS=Adj,TG=HUM:N0,POL:N0=1
egoísmo.PoS=N,TG=HUM:N0,POL:N0=-1
egoísta.PoS=Adj,TG=HUM:N0,POL:N0=-1
egotista.PoS=Adj,TG=HUM:N0,POL:N0=-1
egrégio.PoS=Adj,TG=HUM:N0,POL:N0=1
elástico.PoS=Adj,TG=HUM:N0,POL:N0=1
electrizante.PoS=Adj,TG=HUM:N0,POL:N0=1
elegância.PoS=N,TG=HUM:N0,POL:N0=1
elegante.PoS=Adj,TG=HUM:N0,POL:N0=1
elegíaco.PoS=Adj,TG=HUM:N0,POL:N0=-1
eleiçoeiro.PoS=Adj,TG=HUM:N0,POL:N0=-1
eletrizante.PoS=Adj,TG=HUM:N0,POL:N0=1
eliminar.PoS=V,TG=HUM:N0:N1,POL:N0=1
elitista.PoS=Adj,TG=HUM:N0,POL:N0=-1
elogiar.PoS=V,TG=HUM:N0:N1,POL:N0=0
elogio.PoS=N,TG=HUM:N0,POL:N0=1
elogioso.PoS=Adj,TG=HUM:N0,POL:N0=1
eloquência.PoS=N,TG=HUM:N0,POL:N0=1
eloquente.PoS=Adj,TG=HUM:N0,POL:N0=1
elucidar.PoS=V,TG=HUM:N0:N1,POL:N0=1
elucidativo.PoS=Adj,TG=HUM:N0,POL:N0=1
